2,200.0,200.0,200.0,4.0,10.0,10.0,47.0,49.0,49.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,115.7,115.8,115.8,0,0,0,0.0,0.0,0.0,15.8,16.0,16.0,0.0,0.0,0.0,31.8,43.7,200.0,
4,300.0,300.0,300.0,24.0,48.0,48.0,31.0,31.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,145.9,191.4,191.4,0,0,0,0,0,0,0,0,0,0,0,0,80.5,31.8,400.0,
2,100.0,100.0,100.0,1.0,2.0,8.0,18.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.081,0.081,0.0,0.0,0.0,0.567,0.0,200.0,
3,0.0,2.0,33.0,1.0,4.0,22.0,4.0,7.0,27.0,0.0,0.0,12.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,15.6,0.0,0.0,0.0,107.8,0.567,400.0,
5,0.0,1.0,26.0,1.0,5.0,22.0,4.0,7.0,27.0,0.0,0.0,10.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,15.6,0.0,0.0,0.0,107.8,0.0,400.0,
10,12.0,31.0,600.0,0.0,4.0,21.0,3.0,7.0,26.0,0.0,0.0,17.0,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,14.0,17.4,20.8,0.0,0.0,0.0,3400.0,107.8,2000.0,
8,1000.0,1000.0,1000.0,1.0,2.0,2.0,1.0,2.0,2.0,85.0,85.0,85.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23300.0,685.5,1000.0,
8,300.0,2000.0,2000.0,0.0,1.0,1.0,2.0,3.0,6.0,47.0,100.0,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,164300.0,2800.0,2000.0,
3,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.136,0.136,0.136,0.0,0.0,0.0,0.136,0.0,3.0,
8,1000.0,1000.0,1000.0,0.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23300.0,0.136,1000.0,
