2.0,200.0,200.0,200.0,4.0,10.0,10.0,47.0,49.0,49.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,115.7,115.8,115.8,0.0,0.0,0.0,0.0,0.0,0.0,15.8,16.0,16.0,0.0,0.0,0.0,31.8,43.7,1,4,0,8200.0
4.0,300.0,300.0,300.0,24.0,48.0,48.0,31.0,31.0,31.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,145.9,191.4,191.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,31.8,1,4,0,8400.0
2.0,100.0,100.0,100.0,1.0,2.0,8.0,18.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.081,0.0,0.0,0.0,0.567,0.0,1,8,0,8200.0
3.0,0.0,2.0,33.0,1.0,4.0,22.0,4.0,7.0,27.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.6,0.0,0.0,0.0,107.8,0.567,1,4,0,8400.0
5.0,0.0,1.0,26.0,1.0,5.0,22.0,4.0,7.0,27.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.6,0.0,0.0,0.0,107.8,0.0,1,4,0,8400.0
10.0,12.0,31.0,600.0,0.0,4.0,21.0,3.0,7.0,26.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,17.4,20.8,0.0,0.0,0.0,3400.0,107.8,1,8,0,82000.0
8.0,1000.0,1000.0,1000.0,1.0,2.0,2.0,1.0,2.0,2.0,85.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23300.0,685.5,1,4,0,81000.0
8.0,300.0,2000.0,2000.0,0.0,1.0,1.0,2.0,3.0,6.0,47.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164300.0,2800.0,1,4,0,82000.0
3.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.136,0.136,0.0,0.0,0.0,0.136,0.0,1,4,0,83.0
8.0,1000.0,1000.0,1000.0,0.0,1.0,1.0,3.0,3.0,3.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23300.0,0.136,1,4,0,81000.0
2.0,600.0,600.0,600.0,1.0,1.0,1.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,0.0,0.0,0.0,19.0,0.0,1,4,0,8600.0
5.0,1.0,5.0,31.0,1.0,4.0,35.0,5.0,8.0,38.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.548,5.9,0.0,0.0,0.0,325.5,19.0,1,4,0,8500.0
6.0,25.0,63.0,100.0,1.0,3.0,44.0,3.0,7.0,46.0,0.0,14.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,53.6,57.6,59.8,0.0,0.0,0.0,11200.0,325.5,1,4,0,82000.0
3.0,45.0,88.0,200.0,0.0,2.0,23.0,1.0,3.0,30.0,0.0,18.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,231.8,239.3,247.5,0.0,0.0,0.0,46700.0,7300.0,1,8,0,82000.0
3.0,51.0,200.0,400.0,0.0,3.0,40.0,2.0,5.0,38.0,0.0,38.0,300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,268.2,272.7,276.5,0.0,0.0,0.0,53300.0,46700.0,1,4,0,85000.0
9.0,41.0,95.0,600.0,1.0,2.0,47.0,2.0,5.0,37.0,0.0,13.0,400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,73.8,77.5,80.0,0.0,0.0,0.0,15100.0,3900.0,1,8,0,83000.0
