3.0,250.0,250.0,250.0,14.0,29.0,29.0,39.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,130.8,153.6,153.6,0.0,0.0,0.0,0.0,0.0,0.0,7.9,8.0,8.0,0.0,0.0,0.0,56.15,37.75,2,800.0,
2.5,50.0,51.0,66.5,1.0,3.0,15.0,11.0,13.5,30.0,0.0,0.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0405,7.8405,0.0,0.0,0.0,54.1835,0.2835,2,600.0,
7.75,328.0,758.0,906.5,0.5,3.0,11.5,2.5,4.75,15.25,33.0,46.25,53.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,4.35,9.1,0.0,0.0,0.0,47776.95,898.325,4,4000.0,
5.5,501.0,501.0,501.0,0.0,0.5,0.5,2.0,2.0,2.0,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.068,0.068,0.0,0.0,0.0,11650.068,0.068,2,1000.0,
5.875,620.375,2207.4375,2766.9375,0.5625,2.375,22.25,2.625,4.5,19.9375,45.6875,249.75,490.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,77.1375,82.85925,89.8125,0.0,0.0,0.0,162438.2,15954.4161875,16,60000.0,
4.0,3.5,10.5,69.0,0.0,3.0,27.5,5.5,9.0,31.5,0.0,0.0,19.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.472,0.954,1.4655,0.0,0.0,0.0,185.95,10.65,2,1000.0,
6.9,706.1,1116.8,1822.6,0.7,2.5,408.7,2.3,4.0,33.6,36.1,80.6,135.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.8844,16.9987,21.75,0.0,0.0,0.0,89796.64,3368.0959,10,21000.0,
6.0,1005.0,1506.0,2179.0,0.25,1.75,179.5,2.75,4.0,179.75,93.5,125.0,229.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,12.525,13.475,14.25,0.0,0.0,0.0,189352.825,2077.825,4,9000.0,
6.75,754.875,2256.0,2646.0,0.375,2.125,9.25,2.625,4.125,12.375,66.25,175.0,241.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.425,56.7,58.7375,0.0,0.0,0.0,215871.5,10921.85,8,22000.0,
7.0,654.166666667,1677.66666667,3697.83333333,0.5,1.83333333333,15.5,2.33333333333,3.66666666667,21.5,97.3333333333,183.333333333,357.333333333,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,98.25,107.75,115.533333333,0.0,0.0,0.0,266468.566667,20604.9333333,6,34000.0,
2.5,14.5,50.5,150.0,0.0,2.5,27.5,5.0,10.0,58.5,0.0,0.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,15.45,20.65,24.55,0.0,0.0,0.0,4040.65,840.65,2,4000.0,
6.28571428571,2732.42857143,3035.0,3085.71428571,0.285714285714,1.85714285714,12.4285714286,2.28571428571,3.42857142857,25.4285714286,1285.71428571,1292.85714286,1309.28571429,0.0,0.142857142857,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857142857143,19.9142857143,24.1142857143,28.0142857143,0.0,0.0,0.0,24450.8714286,4708.61428571,7,17000.0,
4.0,3.0,4.0,12.5,0.0,1.5,7.0,5.5,6.0,13.5,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.8,7.424,10.524,0.0,0.0,0.0,1450.074,0.074,2,300.0,
8.0,100.5,201.5,213.5,0.5,2.0,10.5,2.0,2.5,9.5,0.0,0.0,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.8,7.35,10.45,0.0,0.0,0.0,2178.05,347.4,2,700.0,
4.66666666667,1336.33333333,5003.66666667,6836.0,0.333333333333,1.33333333333,134.333333333,1.0,2.0,35.3333333333,22.3333333333,66.6666666667,103.333333333,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,7.6,9.2,0.0,0.0,0.0,242737.166667,737.166666667,3,43000.0,
6.0,4575.5,6576.5,9400.0,0.5,1.5,26.25,2.75,3.75,6.5,71.0,125.0,203.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,9.125,9.6,10.125,0.0,0.0,0.0,188503.325,1236.05,4,50000.0,
2.5,2.0,5.5,39.0,0.0,1.5,11.0,3.5,6.0,31.0,0.0,0.0,17.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0315,7.3815,0.0,0.0,0.0,180.8,1.3,2,400.0,
