3.0,250.0,250.0,250.0,14.0,29.0,29.0,39.0,40.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,130.8,153.6,153.6,0.0,0.0,0.0,0.0,0.0,0.0,7.9,8.0,8.0,0.0,0.0,0.0,56.15,37.75,2.0,1,8,0,8800.0
2.5,50.0,51.0,66.5,1.0,3.0,15.0,11.0,13.5,30.0,0.0,0.0,6.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0405,7.8405,0.0,0.0,0.0,54.1835,0.2835,2.0,1,4,0,8600.0
7.75,328.0,758.0,906.5,0.5,3.0,11.5,2.5,4.75,15.25,33.0,46.25,53.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,4.35,9.1,0.0,0.0,0.0,47776.9,898.325,4.0,1,8,0,84000.0
5.5,501.0,501.0,501.0,0.0,0.5,0.5,2.0,2.0,2.0,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.068,0.068,0.0,0.0,0.0,11650.1,0.068,2.0,1,8,0,81000.0
5.875,620.375,2207.44,2766.94,0.5625,2.375,22.25,2.625,4.5,19.9375,45.6875,249.75,490.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,77.1375,82.8593,89.8125,0.0,0.0,0.0,162438.0,15954.4,16.0,1,8,0,860000.0
4.0,3.5,10.5,69.0,0.0,3.0,27.5,5.5,9.0,31.5,0.0,0.0,19.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.472,0.954,1.4655,0.0,0.0,0.0,185.95,10.65,2.0,1,4,0,81000.0
6.9,706.1,1116.8,1822.6,0.7,2.5,408.7,2.3,4.0,33.6,36.1,80.6,135.6,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.8844,16.9987,21.75,0.0,0.0,0.0,89796.6,3368.1,10.0,1,4,0,821000.0
6.0,1005.0,1506.0,2179.0,0.25,1.75,179.5,2.75,4.0,179.75,93.5,125.0,229.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,12.525,13.475,14.25,0.0,0.0,0.0,189353.0,2077.82,4.0,1,4,0,89000.0
6.75,754.875,2256.0,2646.0,0.375,2.125,9.25,2.625,4.125,12.375,66.25,175.0,241.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.425,56.7,58.7375,0.0,0.0,0.0,215872.0,10921.8,8.0,1,8,0,822000.0
7.0,654.167,1677.67,3697.83,0.5,1.83333,15.5,2.33333,3.66667,21.5,97.3333,183.333,357.333,0.0,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,98.25,107.75,115.533,0.0,0.0,0.0,266469.0,20604.9,6.0,1,8,0,834000.0
2.5,14.5,50.5,150.0,0.0,2.5,27.5,5.0,10.0,58.5,0.0,0.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,15.45,20.65,24.55,0.0,0.0,0.0,4040.65,840.65,2.0,1,8,0,84000.0
6.28571,2732.43,3035.0,3085.71,0.285714,1.85714,12.4286,2.28571,3.42857,25.4286,1285.71,1292.86,1309.29,0.0,0.142857,0.714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857143,19.9143,24.1143,28.0143,0.0,0.0,0.0,24450.9,4708.61,7.0,1,8,0,817000.0
4.0,3.0,4.0,12.5,0.0,1.5,7.0,5.5,6.0,13.5,0.0,0.0,4.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.8,7.424,10.524,0.0,0.0,0.0,1450.07,0.074,2.0,1,4,0,8300.0
8.0,100.5,201.5,213.5,0.5,2.0,10.5,2.0,2.5,9.5,0.0,0.0,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.8,7.35,10.45,0.0,0.0,0.0,2178.05,347.4,2.0,1,4,0,8700.0
